Date,OT,Anomaly,start_date,end_date,date,his_avg_1,his_std_1,his_avg_2,his_std_2,his_avg_3,his_std_3,his_avg_4,his_std_4,his_avg_5,his_std_5,his_avg_6,his_std_6,his_avg_7,his_std_7,prior_history_avg,prior_history_std
200605,2.29,-0.62,2006-05-01,2006-05-31,2006-05-01,2.76,,3.05,0.4101219330881976,3.1199999999999997,0.31432467291003424,3.0,0.35137823874945157,2.956,0.3198124450361492,2.9066666666666663,0.31052643473087216,2.907142857142857,0.2834733547569203,2.907142857142857,0.2834733547569203
200606,2.56,-0.36,2006-06-01,2006-06-30,2006-06-01,3.14,,3.325,0.2616295090390223,3.366666666666667,0.19857828011475295,3.1650000000000005,0.43470296371967215,3.156,0.37700132625761407,3.205,0.35792457305974396,3.2199999999999998,0.32914029430219166,3.2199999999999998,0.32914029430219166
200607,2.46,-0.32,2006-07-01,2006-07-31,2006-07-01,2.7,,2.875,0.24748737341529137,2.796666666666667,0.22143471573656479,2.7475,0.20581140234042739,2.742,0.17866169147301822,2.6683333333333334,0.24103250126625386,2.655714285714286,0.22255015486081206,2.655714285714286,0.22255015486081206
200608,2.8,0.18,2006-08-01,2006-08-31,2006-08-01,2.99,,3.015,0.03535533905932725,2.8633333333333333,0.2638812864401971,2.7475,0.3163726705432483,2.68,0.3128098463923411,2.5516666666666667,0.4208285478275764,2.5142857142857147,0.39668867485964965,2.5142857142857147,0.39668867485964965
200609,2.8,0.31,2006-09-01,2006-09-30,2006-09-01,1.94,,2.46,0.7353910524340095,2.58,0.5599999999999999,2.615,0.4625653107039769,2.582,0.40733278777923093,2.515,0.3995872870850623,2.5157142857142856,0.3647765134461164,2.5157142857142856,0.3647765134461164
200610,2.9,0.74,2006-10-01,2006-10-31,2006-10-01,2.37,,2.7,0.46669047558312116,2.41,0.6009991680526686,2.56,0.5751521537819361,2.46,0.5459853477887477,2.4266666666666667,0.4951228803707889,2.3042857142857143,0.5559933195898772,2.3042857142857143,0.5559933195898772
200611,2.46,0.23,2006-11-01,2006-11-30,2006-11-01,2.22,,2.7,0.6788225099390857,2.65,0.4877499359302879,2.4725,0.5335025773133623,2.4560000000000004,0.4634975728091788,2.501666666666667,0.42939104167025505,2.3500000000000005,0.5609515724790035,2.3500000000000005,0.5609515724790035
200612,2.57,0.23,2006-12-01,2006-12-31,2006-12-01,2.29,,2.2350000000000003,0.07778174593052013,2.2800000000000002,0.09539392014169452,2.46,0.36832956257496713,2.44,0.3221024681681281,2.3183333333333334,0.41450774017702813,2.2342857142857144,0.43889471565350546,2.2342857142857144,0.43889471565350546
200701,2.22,-0.09,2007-01-01,2007-01-31,2007-01-01,2.61,,2.6550000000000002,0.0636396103067895,2.4266666666666667,0.39803684921541294,2.1525,0.637410124383561,2.1239999999999997,0.5556797638928378,2.078333333333333,0.5094474130532676,2.087142857142857,0.4656434360364264,2.087142857142857,0.4656434360364264
200702,1.75,-0.38,2007-02-01,2007-02-28,2007-02-01,1.52,,1.79,0.3818376618407357,2.0066666666666664,0.46231302526895485,2.1475,0.4709830145557268,1.982,0.5507449500449368,2.02,0.501318262184812,2.0342857142857147,0.4591970217258652,2.0342857142857147,0.4591970217258652
200703,2.31,-0.2,2007-03-01,2007-03-31,2007-03-01,2.31,,2.325,0.021213203435596288,2.22,0.18248287590894668,2.285,0.19773719933285197,2.346,0.21892921230388607,2.3833333333333333,0.21611725212640168,2.391428571428572,0.1984463463532458,2.391428571428572,0.1984463463532458
200704,2.49,-0.03,2007-04-01,2007-04-30,2007-04-01,2.54,,2.5549999999999997,0.021213203435596288,2.5366666666666666,0.03511884584284239,2.5599999999999996,0.05477225575051655,2.4999999999999996,0.1423024947075771,2.433333333333333,0.20704266871026042,2.417142857142857,0.19379665336930577,2.417142857142857,0.19379665336930577
200705,2.75,-0.16,2007-05-01,2007-05-31,2007-05-01,2.29,,2.525,0.33234018715767716,2.796666666666667,0.5259594407683289,2.9125,0.48794637683526926,2.858,0.4397954069791997,2.845,0.39465174521342217,2.8185714285714285,0.3669890357775724,2.8185714285714285,0.3669890357775724
200706,2.91,-0.01,2007-06-01,2007-06-30,2007-06-01,2.56,,2.85,0.4101219330881976,3.0700000000000003,0.478852795752515,3.165,0.43470296371967215,3.044,0.46360543568858203,3.0566666666666666,0.415820474083067,3.1128571428571425,0.40766466144427604,3.1128571428571425,0.40766466144427604
200707,2.88,0.1,2007-07-01,2007-07-31,2007-07-01,2.46,,2.58,0.16970562748477155,2.736666666666667,0.2967041174863155,2.7125000000000004,0.24703238654071244,2.6900000000000004,0.21977260975835902,2.6950000000000003,0.19695177074603815,2.638571428571429,0.23369699551831155,2.638571428571429,0.23369699551831155
200708,2.6,-0.02,2007-08-01,2007-08-31,2007-08-01,2.8,,2.895,0.1343502884254443,2.9433333333333334,0.12662279942148402,2.8475,0.21777281740382573,2.758,0.2749909089406412,2.7000000000000006,0.28404225037835484,2.5871428571428576,0.39546235748864417,2.5871428571428576,0.39546235748864417
200709,2.17,-0.32,2007-09-01,2007-09-30,2007-09-01,2.8,,2.37,0.6081118318204308,2.5733333333333337,0.5558177159225255,2.6350000000000002,0.4702836023791034,2.652,0.40904767448306073,2.6183333333333336,0.37504221984553504,2.5557142857142856,0.38034445541101913,2.5557142857142856,0.38034445541101913
200710,2.71,0.55,2007-10-01,2007-10-31,2007-10-01,2.9,,2.635,0.3747665940288701,2.766666666666666,0.3496188400720608,2.5324999999999998,0.5484751589634665,2.6279999999999997,0.5207878646819641,2.533333333333333,0.5203332265641571,2.494285714285714,0.48610208608402206,2.494285714285714,0.48610208608402206
200711,1.4,-0.83,2007-11-01,2007-11-30,2007-11-01,2.46,,2.34,0.16970562748477125,2.6199999999999997,0.4995998398718719,2.6025,0.40942032191868544,2.4699999999999998,0.46206060208591687,2.4566666666666666,0.41456804829444666,2.4957142857142856,0.3922948356724036,2.4957142857142856,0.3922948356724036
200712,2.97,0.63,2007-12-01,2007-12-31,2007-12-01,2.57,,2.4299999999999997,0.19798989873223316,2.3466666666666662,0.2010804150914088,2.3525,0.16459546368799666,2.482,0.3227537761204351,2.4616666666666664,0.2929448184670052,2.3542857142857145,0.3901648003454071,2.3542857142857145,0.3901648003454071
200801,2.21,-0.1,2008-01-01,2008-01-31,2008-01-01,2.22,,2.415,0.27577164466275333,2.5100000000000002,0.2551470164434614,2.375,0.3410278580995987,2.166,0.5528381318252206,2.14,0.49855792040644586,2.0985714285714283,0.4681320530017348,2.0985714285714283,0.4681320530017348
200802,2.47,0.34,2008-02-01,2008-02-29,2008-02-01,1.75,,1.635,0.1626345596729059,1.7766666666666666,0.2709858544893688,1.9425,0.3986957904635228,2.068,0.4449381979556261,1.9433333333333334,0.5016240291958377,1.9814285714285715,0.4688791092036613,1.9814285714285715,0.4688791092036613
200803,2.52,0.01,2008-03-01,2008-03-31,2008-03-01,2.31,,2.31,0.0,2.32,0.017320508075688662,2.2424999999999997,0.1556438241627339,2.29,0.1716100230173052,2.34,0.19636700333813728,2.3728571428571428,0.19922468770329696,2.3728571428571428,0.19922468770329696
200804,2.54,0.02,2008-04-01,2008-04-30,2008-04-01,2.49,,2.515,0.03535533905932725,2.533333333333333,0.04041451884327362,2.525,0.036968455021364595,2.5460000000000003,0.056833088953531175,2.4983333333333335,0.12734467663262047,2.4414285714285713,0.19021291328653891,2.4414285714285713,0.19021291328653891
200805,3.0,0.09,2008-05-01,2008-05-31,2008-05-01,2.75,,2.52,0.3252691193458118,2.6,0.26851443164195093,2.785,0.4300775123935993,2.88,0.4287773314903668,2.84,0.3958282455813379,2.8314285714285714,0.36205103560265134,2.8314285714285714,0.36205103560265134
200806,3.0,0.08,2008-06-01,2008-06-30,2008-06-01,2.91,,2.7350000000000003,0.2474873734152917,2.8700000000000006,0.2920616373302047,3.0300000000000002,0.3990822805721479,3.114,0.39335734389992005,3.0216666666666665,0.418254308605024,3.0357142857142856,0.383616872363436,3.0357142857142856,0.383616872363436
200807,2.8,0.02,2008-07-01,2008-07-31,2008-07-01,2.88,,2.67,0.2969848480983499,2.6799999999999997,0.21071307505705475,2.7725,0.2526361019331955,2.746,0.2266715685744464,2.721666666666667,0.21132124045317033,2.7214285714285715,0.19291004565414857,2.7214285714285715,0.19291004565414857
200808,3.05,0.43,2008-08-01,2008-08-31,2008-08-01,2.6,,2.7,0.1414213562373093,2.796666666666667,0.19502136635080106,2.8575,0.20039544239661078,2.798,0.2186778452427223,2.731666666666667,0.2542767521160098,2.685714285714286,0.26203416716509464,2.685714285714286,0.26203416716509464
200809,2.68,0.19,2008-09-01,2008-09-30,2008-09-01,2.17,,2.485,0.44547727214752486,2.3033333333333332,0.4452340208624373,2.4725,0.49661353183335627,2.5420000000000003,0.45729640278488964,2.5716666666666668,0.41542347871378993,2.5542857142857147,0.382005983498389,2.5542857142857147,0.382005983498389
200810,2.18,0.02,2008-10-01,2008-10-31,2008-10-01,2.71,,2.8049999999999997,0.134350288425444,2.6599999999999997,0.26851443164195093,2.7525,0.28686524130097496,2.568,0.4815807305115103,2.6416666666666666,0.46700820835041706,2.5585714285714287,0.47966754359759667,2.5585714285714287,0.47966754359759667
200811,1.95,-0.28,2008-11-01,2008-11-30,2008-11-01,1.4,,1.93,0.7495331880577404,2.026666666666667,0.5558177159225256,2.315,0.7338255923582934,2.3619999999999997,0.6441428413015238,2.2916666666666665,0.6013457131024272,2.305714285714285,0.5502077529702499,2.305714285714285,0.5502077529702499
200812,2.84,0.5,2008-12-01,2008-12-31,2008-12-01,2.97,,2.77,0.2828427124746193,2.61,0.34176014981270136,2.5025,0.3522664711076924,2.476,0.3107732292202789,2.563333333333333,0.3507515740045462,2.5342857142857143,0.3292849395714469,2.5342857142857143,0.3292849395714469
200901,1.6,-0.71,2009-01-01,2009-01-31,2009-01-01,2.21,,2.215,0.007071067811865638,2.3466666666666662,0.2281081614790082,2.4349999999999996,0.2567099530598687,2.3419999999999996,0.3044174765022534,2.1733333333333333,0.49479962274305206,2.15,0.455887413001646,2.15,0.455887413001646
200902,1.55,-0.58,2009-02-01,2009-02-28,2009-02-01,2.47,,2.1100000000000003,0.5091168824543144,1.9133333333333333,0.49561409718987354,1.9500000000000002,0.41125823193382216,2.048,0.41817460468086776,2.1350000000000002,0.43047648019374996,2.0185714285714287,0.49931381486424514,2.0185714285714287,0.49931381486424514
200903,2.7,0.19,2009-03-01,2009-03-31,2009-03-01,2.52,,2.415,0.14849242404917495,2.3800000000000003,0.12124355652982138,2.37,0.10099504938362078,2.298,0.18322117781522973,2.3283333333333336,0.1799351735116475,2.365714285714286,0.19173394264424015,2.365714285714286,0.19173394264424015
200904,2.82,0.3,2009-04-01,2009-04-30,2009-04-01,2.54,,2.515,0.03535533905932725,2.5233333333333334,0.028867513459481187,2.535,0.033166247903553846,2.528,0.03271085446759214,2.545,0.05089204259999779,2.5042857142857144,0.11731114508820026,2.5042857142857144,0.11731114508820026
200905,3.31,0.4,2009-05-01,2009-05-31,2009-05-01,3.0,,2.875,0.1767766952966369,2.6799999999999997,0.3601388621073821,2.6999999999999997,0.2967602848540664,2.828,0.3846686886139811,2.9,0.3866264346885763,2.8628571428571425,0.3663656773277343,2.8628571428571425,0.3663656773277343
200906,3.01,0.09,2009-06-01,2009-06-30,2009-06-01,3.0,,2.955,0.06363961030678918,2.8233333333333337,0.2324507116214819,2.9025000000000003,0.24716728478232444,3.024,0.34587570021613245,3.095,0.3548943504763072,3.0185714285714282,0.381900011845534,3.0185714285714282,0.381900011845534
200907,3.07,0.29,2009-07-01,2009-07-31,2009-07-01,2.8,,2.84,0.05656854249492385,2.7133333333333334,0.2230097157823697,2.71,0.18220867158288592,2.778,0.2191346617949793,2.7550000000000003,0.20393626455341374,2.732857142857143,0.1951678154575599,2.732857142857143,0.1951678154575599
200908,2.69,0.07,2009-08-01,2009-08-31,2009-08-01,3.05,,2.825,0.3181980515339462,2.8166666666666664,0.2254624876411446,2.86,0.20346989949375802,2.896,0.19372661149155526,2.84,0.22099773754498028,2.7771428571428567,0.26145198958344695,2.7771428571428567,0.26145198958344695
200909,2.54,0.05,2009-09-01,2009-09-30,2009-09-01,2.68,,2.425,0.3606244584051394,2.55,0.33451457367355464,2.3975,0.40942032191868544,2.5140000000000002,0.4399772721402777,2.565,0.41288012788217354,2.587142857142857,0.3814321383817523,2.587142857142857,0.3814321383817523
200910,4.29,2.13,2009-10-01,2009-10-31,2009-10-01,2.18,,2.4450000000000003,0.3747665940288701,2.596666666666667,0.3731398308051999,2.54,0.32506409624359717,2.638,0.3567492116319248,2.5033333333333334,0.45894080954592237,2.575714285714286,0.460646543561588,2.575714285714286,0.460646543561588
200911,1.63,-0.6,2009-11-01,2009-11-30,2009-11-01,1.95,,1.6749999999999998,0.38890872965260115,1.9366666666666665,0.5301257712404985,2.0075,0.45543934832203514,2.242,0.6561402289145211,2.293333333333333,0.6001888591657353,2.2428571428571424,0.5639359977194306,2.2428571428571424,0.5639359977194306
200912,3.08,0.74,2009-12-01,2009-12-31,2009-12-01,2.84,,2.9050000000000002,0.09192388155425142,2.7933333333333334,0.20404247923737204,2.6675000000000004,0.30181396035748026,2.5700000000000003,0.3403674485023501,2.536666666666667,0.315193062529407,2.602857142857143,0.3368339989626089,2.602857142857143,0.3368339989626089
201001,2.62,0.31,2010-01-01,2010-01-31,2010-01-01,1.6,,1.905,0.4313351365237939,2.0100000000000002,0.35510561809129404,2.16,0.4172129751897304,2.268,0.4345917624621985,2.2183333333333333,0.40730414516263724,2.0914285714285716,0.5009799919966389,2.0914285714285716,0.5009799919966389
201002,2.01,-0.12,2010-02-01,2010-02-28,2010-02-01,1.55,,2.0100000000000002,0.6505382386916239,1.9233333333333336,0.48387326164330824,1.8225000000000002,0.44357449581026787,1.8700000000000003,0.39855990766759275,1.965,0.42571116969137657,2.0514285714285716,0.45090385417989687,2.0514285714285716,0.45090385417989687
201003,2.3,-0.21,2010-03-01,2010-03-31,2010-03-01,2.7,,2.6100000000000003,0.1272792206135787,2.5100000000000002,0.1951922129594314,2.4600000000000004,0.18814887722226784,2.4360000000000004,0.17155174146594962,2.365,0.23192671256239558,2.3814285714285717,0.2161348785233095,2.3814285714285717,0.2161348785233095
201004,2.38,-0.14,2010-04-01,2010-04-30,2010-04-01,2.82,,2.6799999999999997,0.19798989873223316,2.6166666666666667,0.1778576209593878,2.5975,0.15019431857874416,2.592,0.13065221008463643,2.5766666666666667,0.12274635093014635,2.584285714285714,0.11385036127261407,2.584285714285714,0.11385036127261407
201005,3.31,0.4,2010-05-01,2010-05-31,2010-05-01,3.31,,3.1550000000000002,0.21920310216782976,3.02,0.2805352027821108,2.8375000000000004,0.43091955939208265,2.822,0.3747932763537788,2.9083333333333337,0.39635421868155596,2.9585714285714286,0.38546199862107333,2.9585714285714286,0.38546199862107333
201006,3.49,0.57,2010-06-01,2010-06-30,2010-06-01,3.01,,3.005,0.007071067811865324,2.973333333333333,0.055075705472860864,2.87,0.21150256105620402,2.9240000000000004,0.21938550544646288,3.021666666666667,0.3094134235398759,3.082857142857143,0.3255617855192408,3.082857142857143,0.3255617855192408
201007,3.32,0.54,2010-07-01,2010-07-31,2010-07-01,3.07,,2.9349999999999996,0.19091883092036785,2.9166666666666665,0.13868429375143146,2.8025,0.2548692475237711,2.782,0.2254329168511111,2.8266666666666667,0.22940502755316117,2.8000000000000003,0.22098265391956287,2.8000000000000003,0.22098265391956287
201008,2.51,-0.11,2010-08-01,2010-08-31,2010-08-01,2.69,,2.87,0.25455844122715704,2.78,0.23811761799581305,2.785,0.19467922333931773,2.826,0.19191143790821846,2.861666666666667,0.1926049497460194,2.8185714285714285,0.20955735662172711,2.8185714285714285,0.20955735662172711
201009,2.78,0.29,2010-09-01,2010-09-30,2010-09-01,2.54,,2.6100000000000003,0.09899494936611673,2.4633333333333334,0.26350205565295576,2.5475000000000003,0.2731757675929547,2.426,0.3602499132546738,2.5183333333333335,0.3936707592223058,2.5614285714285714,0.3770246928884354,2.5614285714285714,0.3770246928884354
201010,1.97,-0.19,2010-10-01,2010-10-31,2010-10-01,0.0,0.0,2.18,,2.4450000000000003,0.3747665940288701,2.596666666666667,0.3731398308051999,2.54,0.32506409624359717,2.638,0.3567492116319248,2.5033333333333334,0.45894080954592237,2.5033333333333334,0.45894080954592237
201011,2.22,-0.01,2010-11-01,2010-11-30,2010-11-01,1.63,,1.79,0.22627416997969527,1.6600000000000001,0.27622454633866267,1.86,0.4592022067310508,1.932,0.4290337982024261,2.14,0.6378401053555665,2.198571428571429,0.6025343301817906,2.198571428571429,0.6025343301817906
201012,2.45,0.11,2010-12-01,2010-12-31,2010-12-01,3.08,,2.96,0.16970562748477155,2.9633333333333334,0.12013880860626744,2.865,0.21977260975835924,2.75,0.3199218654609279,2.655,0.36882245050972695,2.6142857142857143,0.3534995116855251,2.6142857142857143,0.3534995116855251
201101,1.65,-0.66,2011-01-01,2011-01-31,2011-01-01,2.62,,2.1100000000000003,0.7212489168102785,2.1433333333333335,0.5132575701666108,2.1625,0.42082260712403113,2.252,0.4157763822056274,2.3266666666666667,0.4144232940685968,2.275714285714286,0.4016157841709388,2.275714285714286,0.4016157841709388
201102,1.98,-0.15,2011-02-01,2011-02-28,2011-02-01,2.01,,1.7799999999999998,0.32526911934581165,2.01,0.4600000000000001,1.9449999999999998,0.39745020652487617,1.8599999999999999,0.3931920650267501,1.8933333333333333,0.36103554764962786,1.9714285714285713,0.3889913697169717,1.9714285714285713,0.3889913697169717
201103,2.91,0.4,2011-03-01,2011-03-31,2011-03-01,2.3,,2.5,0.2828427124746193,2.5066666666666664,0.20033305601755644,2.4575,0.19085334683992328,2.428,0.17796066981218078,2.4133333333333336,0.1631767957359952,2.355714285714286,0.21313979316066597,2.355714285714286,0.21313979316066597
201104,3.41,0.89,2011-04-01,2011-04-30,2011-04-01,2.38,,2.5999999999999996,0.31112698372208086,2.5799999999999996,0.22271057451320084,2.5575,0.18732769861039408,2.554,0.16241921068642087,2.5566666666666666,0.14541893503483874,2.5485714285714285,0.13446543191821594,2.5485714285714285,0.13446543191821594
201105,3.43,0.52,2011-05-01,2011-05-31,2011-05-01,3.31,,3.31,0.0,3.206666666666667,0.178978583448784,3.0925000000000002,0.2710934648173332,2.932,0.42885895117159445,2.9033333333333338,0.3899572626156188,2.9657142857142857,0.39237979657712346,2.9657142857142857,0.39237979657712346
201106,2.58,-0.34,2011-06-01,2011-06-30,2011-06-01,3.49,,3.25,0.3394112549695431,3.1666666666666665,0.2800595174839331,3.1025,0.2622181026041745,2.994,0.3323100961451518,3.018333333333333,0.3031446299485886,3.088571428571428,0.3333380952040821,3.088571428571428,0.3333380952040821
201107,2.44,-0.34,2011-07-01,2011-07-31,2011-07-01,3.32,,3.195,0.1767766952966369,3.063333333333333,0.2600640946638604,3.0175,0.23128265535198841,2.906,0.31981244503614925,2.8716666666666666,0.2981554404445215,2.8971428571428572,0.2803993750417598,2.8971428571428572,0.2803993750417598
201108,2.34,-0.28,2011-08-01,2011-08-31,2011-08-01,2.51,,2.5999999999999996,0.1272792206135787,2.75,0.2749545416973504,2.7125,0.23669600757089246,2.7299999999999995,0.20868636754709202,2.7733333333333334,0.2147246298556984,2.8114285714285714,0.2204108717394684,2.8114285714285714,0.2204108717394684
201109,2.48,-0.01,2011-09-01,2011-09-30,2011-09-01,2.78,,2.66,0.16970562748477125,2.6666666666666665,0.12055427546683406,2.5425,0.26712980614924525,2.594,0.2584182656082963,2.485,0.35314303051313356,2.555714285714285,0.3727312321614214,2.555714285714285,0.3727312321614214
201110,2.14,-0.02,2011-10-01,2011-10-31,2011-10-01,1.97,,1.97,,2.075,0.14849242404917512,2.2866666666666666,0.38135722535876165,2.44,0.4370354676682431,2.4259999999999997,0.3797762499156575,2.5266666666666664,0.4197459549140011,2.5266666666666664,0.4197459549140011
201111,2.47,0.24,2011-11-01,2011-11-30,2011-11-01,2.22,,1.925,0.4171930009000632,1.9333333333333333,0.29535289626704764,1.7999999999999998,0.35953673896650223,1.932,0.4290337982024261,1.9800000000000002,0.40134772953138786,2.1514285714285717,0.5830502714583188,2.1514285714285717,0.5830502714583188
201112,2.26,-0.08,2011-12-01,2011-12-31,2011-12-01,2.45,,2.765,0.44547727214752486,2.7900000000000005,0.31796226191169286,2.8350000000000004,0.2747726332806817,2.7820000000000005,0.26583829671437487,2.7000000000000006,0.3112555220393688,2.625714285714286,0.3454879227439141,2.625714285714286,0.3454879227439141
201201,2.09,-0.22,2012-01-01,2012-01-31,2012-01-01,1.65,,2.135,0.6858935777509513,1.9566666666666663,0.5750072463311514,2.0199999999999996,0.48627838391878647,2.0599999999999996,0.4305229378325852,2.1516666666666664,0.44575404279340713,2.23,0.4566545010544989,2.23,0.4566545010544989
201202,1.85,-0.28,2012-02-01,2012-02-29,2012-02-01,1.98,,1.9949999999999999,0.021213203435596288,1.8466666666666667,0.2573583752927681,2.0025,0.37588783788075225,1.952,0.3445576874777285,1.88,0.35507745633875437,1.9057142857142857,0.33120271450463407,1.9057142857142857,0.33120271450463407
201203,2.87,0.36,2012-03-01,2012-03-31,2012-03-01,2.91,,2.605,0.4313351365237942,2.6366666666666667,0.30989245446337255,2.6075,0.25966324345197583,2.548,0.2612852846985457,2.5083333333333333,0.2530941853671607,2.4842857142857144,0.2396425910153942,2.4842857142857144,0.2396425910153942
201204,2.22,-0.3,2012-04-01,2012-04-30,2012-04-01,3.41,,2.895,0.7283199846221442,2.8699999999999997,0.5168171823769021,2.7874999999999996,0.4530912343741233,2.7279999999999998,0.41433078572560844,2.6966666666666668,0.37845299135647836,2.6785714285714284,0.34878018729225296,2.6785714285714284,0.34878018729225296
201205,2.5,-0.41,2012-05-01,2012-05-31,2012-05-01,3.43,,3.37,0.08485281374238578,3.35,0.06928203230275515,3.2625,0.18391574157749527,3.16,0.2791057147390573,3.015,0.434131316539132,2.9785714285714286,0.4078573513467902,2.9785714285714286,0.4078573513467902
201206,2.24,-0.68,2012-06-01,2012-06-30,2012-06-01,2.58,,3.035,0.6434671708797584,3.026666666666667,0.4552288801617637,3.02,0.3719318934070234,2.998,0.32583738275403584,2.9250000000000003,0.34192104351735947,2.955714285714286,0.3225346050094028,2.955714285714286,0.3225346050094028
201207,2.51,-0.27,2012-07-01,2012-07-31,2012-07-01,2.44,,2.88,0.6222539674441617,2.9433333333333334,0.4534681172181053,2.9074999999999998,0.3771272994626615,2.9019999999999997,0.326833290838005,2.828333333333333,0.3435355391610403,2.8099999999999996,0.3173326330524485,2.8099999999999996,0.3173326330524485
201208,2.47,-0.15,2012-08-01,2012-08-31,2012-08-01,2.34,,2.425,0.12020815280171303,2.513333333333333,0.1750238079043344,2.6475,0.3040148022712052,2.638,0.2641401143332833,2.6649999999999996,0.24533650360270481,2.711428571428571,0.25543613496844775,2.711428571428571,0.25543613496844775
201209,2.34,-0.15,2012-09-01,2012-09-30,2012-09-01,2.48,,2.63,0.21213203435596414,2.6,0.15874507866387533,2.62,0.1356465996625053,2.5300000000000002,0.23302360395462088,2.5749999999999997,0.23577531677425437,2.4842857142857144,0.3223795456113359,2.4842857142857144,0.3223795456113359
201210,2.23,0.07,2012-10-01,2012-10-31,2012-10-01,2.14,,2.055,0.12020815280171318,2.055,0.12020815280171318,2.096666666666667,0.11150485789118497,2.25,0.31989581637360204,2.38,0.4015594601052252,2.3783333333333334,0.3591889010905914,2.3783333333333334,0.3591889010905914
201211,1.32,-0.91,2012-11-01,2012-11-30,2012-11-01,2.47,,2.345,0.1767766952966369,2.106666666666667,0.43131581623368914,2.0675,0.3607746295588611,1.934,0.43212266776923436,2.0216666666666665,0.44215004994534013,2.05,0.41052811515575083,2.05,0.41052811515575083
201212,2.88,0.54,2012-12-01,2012-12-31,2012-12-01,2.26,,2.355,0.1343502884254443,2.5966666666666667,0.4292241061885194,2.6574999999999998,0.3709784360309909,2.7199999999999998,0.3503569608270971,2.695,0.31929610082179216,2.6371428571428566,0.3292270890896984,2.6371428571428566,0.3292270890896984
201301,2.37,0.06,2013-01-01,2013-01-31,2013-01-01,2.09,,1.8699999999999999,0.31112698372208086,2.1199999999999997,0.48569537778323574,1.9899999999999998,0.47420108252371873,2.034,0.4222913686070318,2.065,0.3852661417773433,2.142857142857143,0.40758288669154097,2.142857142857143,0.40758288669154097
201302,2.01,-0.12,2013-02-01,2013-02-28,2013-02-01,1.85,,1.915,0.0919238815542511,1.9466666666666665,0.08504900548115368,1.8475,0.21013884299037458,1.972,0.3325958508460381,1.9349999999999998,0.3109823146096897,1.8757142857142857,0.3243381539307981,1.8757142857142857,0.3243381539307981
201303,1.71,-0.8,2013-03-01,2013-03-31,2013-03-01,2.87,,2.89,0.028284271247461926,2.6933333333333334,0.34122328955294573,2.6950000000000003,0.27862758896658707,2.66,0.25367301787931656,2.601666666666667,0.26813553786595823,2.56,0.26845235455601185,2.56,0.26845235455601185
201304,2.9,0.38,2013-04-01,2013-04-30,2013-04-01,2.22,,2.8150000000000004,0.8414570696119915,2.6700000000000004,0.645832795698701,2.7075000000000005,0.5326271366224844,2.6740000000000004,0.46731145930738743,2.6433333333333335,0.4246724227762696,2.628571428571429,0.3896335274514832,2.628571428571429,0.3896335274514832
201305,3.35,0.44,2013-05-01,2013-05-31,2013-05-01,2.5,,2.965,0.6576093065034893,3.08,0.5058655947976696,3.1375,0.4287481778386936,3.1100000000000003,0.3763641853311763,3.0500000000000003,0.36731457907357834,2.9414285714285713,0.44152872958349954,2.9414285714285713,0.44152872958349954
201306,3.34,0.42,2013-06-01,2013-06-30,2013-06-01,2.24,,2.41,0.24041630560342606,2.77,0.6462971452822611,2.83,0.5411715686052498,2.864,0.47479469247244116,2.8716666666666666,0.4250843053638497,2.827142857142857,0.4055331587640434,2.827142857142857,0.4055331587640434
201307,3.34,0.56,2013-07-01,2013-07-31,2013-07-01,2.51,,2.4749999999999996,0.049497474683058214,2.7566666666666664,0.48911484677254824,2.835,0.4289910643980051,2.8280000000000003,0.37184674262389333,2.8366666666666664,0.33326665999866634,2.782857142857143,0.33589255651742195,2.782857142857143,0.33589255651742195
201308,2.56,-0.06,2013-08-01,2013-08-31,2013-08-01,2.47,,2.4050000000000002,0.09192388155425142,2.44,0.08888194417315591,2.5025,0.14453949863849214,2.6119999999999997,0.2749909089406411,2.61,0.24600812994695925,2.6371428571428566,0.23577632661163456,2.6371428571428566,0.23577632661163456
201309,2.98,0.49,2013-09-01,2013-09-30,2013-09-01,2.34,,2.41,0.09899494936611673,2.533333333333333,0.22479620400116485,2.535,0.18357559750685815,2.564,0.17169740825067806,2.4983333333333335,0.22238854886586826,2.5414285714285714,0.23283961371357262,2.5414285714285714,0.23283961371357262
201310,2.23,0.07,2013-10-01,2013-10-31,2013-10-01,2.23,,2.185,0.06363961030678918,2.1133333333333333,0.13203534880225576,2.1133333333333333,0.13203534880225576,2.13,0.11284207253207175,2.246,0.2771822505139894,2.355,0.36434873404473356,2.355,0.36434873404473356
201311,2.04,-0.19,2013-11-01,2013-11-30,2013-11-01,1.32,,1.895,0.8131727983645297,2.0033333333333334,0.6048415770541352,1.91,0.5279520180218402,1.918,0.4575696668268124,1.8316666666666668,0.4606698022083353,1.9214285714285713,0.48295716067537403,1.9214285714285713,0.48295716067537403
201312,2.21,-0.13,2013-12-01,2013-12-31,2013-12-01,2.88,,2.57,0.4384062043356595,2.53,0.3176476034853718,2.6675,0.378010140957444,2.702,0.33633316815324654,2.7466666666666666,0.32010414971797335,2.7214285714285715,0.29974592415514023,2.7214285714285715,0.29974592415514023
201401,1.37,-0.94,2014-01-01,2014-01-31,2014-01-01,2.37,,2.23,0.19798989873223347,2.0366666666666666,0.36295086903509877,2.1825,0.41580243706196185,2.066,0.44444347222115893,2.09,0.40184574154767405,2.1085714285714285,0.3701093789421614,2.1085714285714285,0.3701093789421614
